
Project Name,0295_TimeOfUseCharging_2404_E23b
emmebank Title,020_MSM_Template_Mat_24_E23B
Year,2026
Slot No,16
Scenario Title AM,2026 AM TOUCH_base_AGSv1_E23B_NC
Date,20240724
User,ChapaJay1
File Name,C:/001_Z/MSM_P2_E23b/0295_TimeOfUseCharging_2404/2026/2026/outputs/Landuse_Table/Landuse_Detailed_Table_2026_Slot_16.csv

c ,Zone,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH1PT1,HH1PT2,HH1PT3,HH1PT4,HH1PT5,HH1PT6,HH1PT7,HH1PT8,HH2PT1,HH2PT2,HH2PT3,HH2PT4,HH2PT5,HH2PT6,HH2PT7,HH2PT8,HH3PT1,HH3PT2,HH3PT3,HH3PT4,HH3PT5,HH3PT6,HH3PT7,HH3PT8,HH4PT1,HH4PT2,HH4PT3,HH4PT4,HH4PT5,HH4PT6,HH4PT7,HH4PT8,HH5PT1,HH5PT2,HH5PT3,HH5PT4,HH5PT5,HH5PT6,HH5PT7,HH5PT8,HH6PT1,HH6PT2,HH6PT3,HH6PT4,HH6PT5,HH6PT6,HH6PT7,HH6PT8,HH7PT1,HH7PT2,HH7PT3,HH7PT4,HH7PT5,HH7PT6,HH7PT7,HH7PT8,HH8PT1,HH8PT2,HH8PT3,HH8PT4,HH8PT5,HH8PT6,HH8PT7,HH8PT8,E1,E2,E3,E4,E5,E6,Prim,Sec,Tert
,486,153.6555,159.8581,217.2992,104.1043,571.1718,185.6142,355.1185,397.3364,12.46896,20.68618,26.81508,0.00000,0.00000,6.92313,55.56712,91.16520,21.14268,34.78328,45.14450,6.44776,153.4103,0.00013,0.00112,0.00198,42.41826,51.07847,56.49980,0.00000,0.00000,29.16318,236.3438,169.0915,44.42486,53.54781,59.06459,6.09536,98.00891,11.60543,55.90314,30.14442,157.3652,189.2132,210.1022,66.27958,1076.064,0.02047,0.17862,0.31877,55.63675,66.30507,110.8586,13.40313,48.75699,155.2784,252.0946,228.8042,93.93300,111.7899,187.2166,150.3822,559.8549,157.2202,244.1474,151.5774,77.88053,92.43360,154.9841,273.6490,1052.573,34.45126,63.72646,30.54428,66.92227,53.47431,52.98498,96.63136,250.8763,181.4919,601.3189,23.36133,0.00000
,487,3.27703,3.35527,3.21979,1.43253,7.54189,6.04942,6.23993,10.55428,0.15454,0.21797,0.29462,0.00000,0.00000,0.26113,1.72678,1.28911,0.16484,0.22374,0.30352,0.20143,3.15383,0.00015,0.00125,0.00026,0.67616,0.73782,0.91818,0.00000,0.00000,0.64548,4.15564,1.63845,0.48243,0.52617,0.65219,0.09942,1.33311,0.16617,0.80804,0.41223,1.46087,1.59374,1.96182,1.00536,14.07842,0.00446,0.03736,0.00401,2.00854,2.21221,3.14572,0.32496,1.96147,2.54443,8.62740,4.69003,1.90016,2.09275,2.97534,1.77201,10.70785,1.68719,3.30010,4.56605,1.07215,1.18078,1.67862,4.49148,27.17136,0.47689,1.24740,1.61781,3.84976,325.0348,8.46259,82.23680,5808.884,31.11214,0.00000,0.00000,0.00000
,488,25.81951,25.12161,18.87752,8.64998,57.92023,24.94936,62.83914,76.90533,0.71852,1.14354,1.54131,0.00000,0.00000,0.77710,5.75361,19.28879,1.48793,2.35244,3.17333,1.01978,24.10183,0.00003,0.00026,0.00015,4.03387,4.82068,5.36562,0.00000,0.00000,2.78835,22.05707,12.90963,3.68475,4.41995,4.89319,0.51169,8.13829,1.04684,4.60351,2.51945,13.47849,16.11344,17.96554,6.88734,108.9531,0.00466,0.03979,0.02284,5.91561,7.01680,11.54546,1.30404,4.48551,18.97275,32.03457,36.45082,13.80376,16.36311,26.87395,26.40911,99.26918,26.09869,39.45039,30.09381,11.39016,13.49587,22.07391,51.50476,203.8680,5.25857,9.81219,5.67516,315.9278,101.6691,98.51257,163.2586,337.0937,37.59785,22.96309,15.63127,0.00000
,489,33.49592,28.76266,39.93867,17.14050,51.99398,74.60317,68.84287,59.02424,9.11666,15.23775,19.64223,0.00000,0.00000,2.86050,24.83779,5.79762,7.56965,12.60316,16.26900,1.17065,27.59200,2.8307e-06,0.00002,0.00022,12.05905,14.57797,16.04979,0.00000,0.00000,5.91499,46.23348,27.72886,8.97575,10.85558,11.93554,1.03787,16.10262,1.56163,9.55917,4.25556,21.94532,26.48644,29.21072,6.22044,97.76753,0.00038,0.00328,0.03006,33.37342,39.41880,69.40224,7.02916,26.01450,62.05286,108.1362,70.14774,28.90417,34.11236,59.96022,28.64218,109.0436,31.02188,50.70377,29.18670,17.94126,21.12775,36.82747,36.52265,153.2654,5.74526,10.92664,5.56047,1.60517,0.86802,1.14671,1.46560,30.50284,3.01203,195.6343,3.15462,0.00000
,490,53.39532,55.28110,85.84315,36.92198,203.6962,70.03373,153.0514,186.0528,2.38743,3.86137,5.11151,0.00000,0.00000,2.04376,15.79892,35.55264,4.69052,7.55471,10.00554,2.25179,53.02931,0.00010,0.00087,0.00079,15.82676,18.98351,21.08531,0.00000,0.00000,11.05527,90.25243,70.37859,14.00266,16.84446,18.62841,2.15909,34.76289,4.09242,19.47950,10.91471,44.60188,53.51922,59.58325,23.74191,383.6506,0.01586,0.13740,0.12738,16.82904,20.06081,32.42674,4.09704,15.25859,52.15222,91.94603,101.3231,35.21955,41.93850,67.85201,63.31733,242.7855,64.00632,99.71007,74.70412,31.23567,37.12411,59.98402,126.9005,503.2504,14.71994,27.97585,15.82612,13.11268,58.04193,27.05964,100.1133,175.5147,86.09158,716.8991,11.50344,0.00000
,491,72.81734,100.5861,138.6256,46.94204,353.1505,92.15024,193.4379,304.4124,4.64573,7.61056,10.33005,0.00000,0.00000,3.67503,30.01752,39.12479,9.25223,15.10142,20.70103,3.49435,97.09173,0.00000,3.715e-07,0.00000,26.62218,31.22374,36.40528,0.00000,0.00000,17.59703,160.0935,99.56068,20.89729,24.60000,28.48122,2.61459,44.32745,6.02474,19.49195,17.84973,67.75054,79.38507,93.03136,37.65427,668.6467,0.01685,0.15549,0.13361,24.91515,29.67130,45.86996,3.94069,16.71685,60.21052,126.9030,139.2486,49.87730,59.17950,92.08411,68.15821,318.7176,73.84795,123.3254,110.1977,49.13140,57.96363,91.02480,171.1671,845.8302,19.03424,43.48845,27.10408,21.41782,43.73674,25.67631,28.65530,73.77707,76.23273,34.10192,23.21362,0.00000
,492,59.93987,54.13335,54.39130,25.26350,137.9310,32.36626,55.69038,69.63099,2.07347,3.42917,4.40731,0.00000,0.00000,2.15297,17.07239,40.71452,2.86125,4.65514,5.96865,2.17672,51.95663,0.00005,0.00044,0.00048,8.28789,9.98132,11.03054,0.00000,0.00000,6.76619,55.37213,46.64427,8.43289,10.16583,11.20372,1.47834,23.78516,2.62020,11.75137,9.07926,28.87030,34.72058,38.51502,15.97448,259.8875,0.00588,0.05082,0.05746,5.55489,6.49548,11.33792,2.23742,7.95577,22.13975,34.73285,46.09039,9.02471,10.52721,18.39210,23.50556,87.87520,22.45075,33.76171,31.30954,7.37067,8.59660,15.02210,44.33224,170.2884,4.99149,9.20708,6.46878,39.35826,261.2962,48.63295,599.6640,371.6689,40.19013,22.45766,15.28722,0.00000
,493,133.5969,148.1928,178.4803,71.86254,394.2386,121.3637,238.4437,284.0807,5.75686,9.55218,12.35615,0.00000,0.00000,5.42497,42.58582,85.58610,9.72143,16.03645,20.78141,5.79124,142.4016,0.00008,0.00068,0.00116,30.59783,36.69725,40.64723,0.00000,0.00000,21.56952,178.1523,157.2387,26.62907,32.02483,35.32264,4.19373,67.66881,8.06327,39.21888,20.51504,88.45429,106.2604,117.7429,45.64565,742.8316,0.01828,0.15800,0.26547,25.86876,30.77272,50.86565,7.59466,27.47470,91.74046,152.2515,163.3802,47.92929,56.96678,94.27997,101.3195,375.5678,103.5462,159.2980,108.8637,40.02131,47.51057,78.63741,192.8868,730.0422,22.95882,41.96479,21.87059,23.91854,104.6782,28.27724,146.8732,249.4218,77.51081,50.65281,34.48002,0.00000
,494,89.19138,94.92667,117.4327,49.12444,280.2791,115.8161,184.1060,221.3014,6.79793,11.32935,14.61815,0.00000,0.00000,4.30796,34.99437,49.88906,9.65825,15.97231,20.61794,3.75134,91.17533,0.00006,0.00052,0.00089,20.14454,24.20558,26.81024,0.00000,0.00000,13.91611,113.7446,107.2046,20.91776,25.19702,27.78438,2.87785,46.24659,5.42911,24.92998,16.00162,78.13357,93.91374,104.2024,32.39447,528.1638,0.01268,0.11048,0.18562,27.81102,32.81413,56.36069,8.70854,30.72604,92.02123,146.7277,139.3008,41.91337,49.38786,84.73860,79.33868,288.8733,82.69221,124.5913,87.20157,35.14664,41.29738,70.48511,145.8544,561.4539,18.44623,33.71158,18.78151,26.69643,55.95092,24.03435,109.4110,224.6891,100.1412,519.5250,1452.568,0.00000
,495,94.90847,111.0483,152.5260,61.37278,358.8798,100.6534,192.5580,245.7106,3.70190,6.08043,8.01118,0.00000,0.00000,3.98047,31.40880,59.51919,7.67504,12.54187,16.62635,4.22253,106.8258,0.00005,0.00046,0.00067,26.83880,31.83956,35.99901,0.00000,0.00000,19.28114,164.6867,121.0841,22.96062,27.32869,30.74180,3.53094,57.84184,7.03390,30.76783,18.97598,72.80350,86.38959,98.00320,40.26452,677.4952,0.01441,0.12599,0.18635,19.99379,23.68882,38.70247,5.87868,21.50327,73.41077,125.7565,142.9936,36.60619,43.25402,70.84167,79.21484,305.9012,81.68732,126.1589,93.41724,30.94962,36.46528,59.82486,159.2675,640.5375,18.53025,35.38559,20.03062,20.68096,54.12240,49.42553,152.5811,105.6959,92.84798,4.15951,2.83143,0.00000
,496,59.02959,106.3316,100.1220,20.67575,369.0849,49.15017,112.4417,193.5787,1.07964,1.67713,2.17189,0.00000,0.00000,2.46945,16.98964,39.57051,2.85572,4.20610,5.46607,4.05897,102.2726,0.00013,0.00133,0.00099,14.38954,16.64856,19.94661,0.00000,0.00000,10.82453,101.5477,87.87167,12.52282,14.58705,17.25677,1.20908,19.46667,3.64482,7.37307,26.50588,65.83184,76.17894,91.78603,39.19447,698.9755,0.02010,0.18034,0.10302,8.49752,9.74192,17.05218,1.03772,3.60961,24.19775,37.53627,112.7477,22.82604,26.07002,46.03012,43.15021,181.7332,40.09587,52.80725,82.18087,19.99535,22.88802,40.20589,121.4180,518.9740,8.98697,18.10984,16.37898,10.96646,43.13734,22.48325,27.65841,226.9731,50.13891,768.1657,8.96209,0.00000
,497,122.8200,85.70100,88.37506,34.18988,201.5987,47.35798,85.86469,98.54118,1.63387,2.70787,3.49408,0.00000,0.00000,2.76907,21.31221,98.73868,3.27128,5.37967,6.94770,3.28677,82.41424,0.00006,0.00050,0.00055,10.01166,12.00489,13.32961,0.00000,0.00000,9.12980,76.05856,91.56177,9.87994,11.86511,13.12989,1.98971,32.20017,3.45838,13.84243,14.43951,36.38698,43.56861,48.55667,23.15465,380.0428,0.01283,0.11078,0.12458,7.37910,8.69547,14.85397,2.83838,10.15409,29.86578,46.67036,85.14529,13.66264,16.08241,27.53005,36.44412,135.2852,33.90303,51.02200,47.31363,10.87390,12.81478,21.91949,68.09930,256.2125,7.24883,13.11662,8.80634,17.24147,69.55762,36.42431,228.0274,176.8490,58.41295,2.47457,1.68447,0.00000
,498,145.7829,137.5714,175.8058,79.83481,451.0881,114.4048,240.1423,308.9524,5.27704,8.78265,11.35395,0.00000,0.00000,4.62718,35.83059,105.3251,10.53272,17.46751,22.63619,5.34701,132.2244,0.00012,0.00103,0.00070,32.84822,39.59179,43.57990,0.00000,0.00000,22.45678,187.1560,141.9987,30.43279,36.72372,40.32739,4.63620,75.19861,9.06336,43.98243,22.15074,98.42981,118.6052,130.8562,52.04184,850.1345,0.04250,0.36601,0.24488,24.60814,29.36246,48.13581,6.34860,23.37194,81.24443,135.4069,165.6527,53.51339,63.79320,104.8077,101.0961,379.1885,101.4110,155.2092,116.2391,46.62394,55.54642,91.35147,209.3027,793.1433,23.67295,43.47037,24.02557,15.35767,42.86193,31.82332,67.78748,173.1724,81.90177,600.8892,19.66523,0.00000
,499,28.63545,31.85270,51.35295,25.78984,160.9394,38.23534,96.28747,113.0397,1.45381,2.41202,3.11485,0.00000,0.00000,1.11155,8.58945,18.93444,2.93546,4.83097,6.25333,1.26603,30.58668,0.00003,0.00022,0.00013,10.57146,12.69779,14.04193,0.00000,0.00000,7.12421,58.95665,36.62504,10.93325,13.16702,14.49587,1.50406,24.28578,2.99634,13.35768,8.08507,41.08348,49.42236,54.69621,18.57269,303.3062,0.00770,0.06628,0.03939,10.20368,12.08295,19.77394,2.15149,7.77443,29.72193,48.32867,57.87598,22.24308,26.28816,43.09750,39.34776,153.2272,38.69350,60.27828,45.88234,18.53048,21.91593,35.94491,76.67598,303.5993,8.13143,15.12922,8.10985,59.62934,63.26249,41.64223,120.0131,77.83321,105.6088,3.74011,2.54594,0.00000
,500,32.40026,59.37378,33.49722,13.50876,126.1288,22.41721,49.49815,83.03712,1.76584,2.88757,3.69446,0.00000,0.00000,1.75654,12.34000,18.30372,3.77503,5.92723,7.49555,2.74368,56.63010,0.00090,0.00788,0.00276,4.66683,5.62225,6.23575,0.00000,0.00000,4.20216,30.13045,32.66182,6.08270,7.34751,8.09044,0.81068,12.69808,1.63259,4.58586,7.27426,30.25196,36.43122,40.48008,15.25116,237.0064,0.03098,0.26558,0.10071,3.52346,4.08785,7.69527,1.18021,3.74024,15.35114,21.06303,31.57116,8.95172,10.35973,19.57117,22.61667,76.37964,21.59242,27.99482,31.20978,8.73244,10.11631,19.10198,56.08725,193.0241,5.68273,9.50815,6.51472,543.8077,1119.144,530.5824,1267.776,1354.076,588.4444,949.0000,0.00000,0.00000
,501,46.98884,39.48314,11.05348,4.28668,13.72281,7.21038,5.31307,7.34177,3.46101,4.85894,6.19741,0.00000,0.00000,5.69741,29.91531,11.37611,2.33230,3.14372,4.00746,3.03425,36.44889,0.00136,0.01208,0.00693,1.74277,1.92684,2.81660,0.00000,0.00000,5.46243,11.84158,4.80294,0.94048,1.03523,1.45465,0.68831,3.59838,0.39683,2.82279,0.62921,2.12120,2.34740,3.13217,3.42339,24.02223,0.00496,0.04162,0.00908,2.57909,2.96543,3.92029,0.28756,2.55112,2.33606,9.36830,7.08809,1.71402,1.97144,2.60748,1.06308,9.56305,1.15083,3.68415,2.97862,0.97267,1.11769,1.47274,2.07147,19.95383,0.71205,2.23355,1.35188,27.28007,184.7942,66.88398,840.3639,397.5089,67.67744,30.06896,20.46833,2502.864
,502,163.3975,268.5875,53.55239,19.30530,114.4800,18.02899,34.48054,41.63404,8.60714,12.76747,15.94481,0.00000,0.00000,11.95793,76.85844,74.58114,13.99457,19.33270,23.58934,15.47149,253.1160,0.00249,0.02157,0.03942,4.75670,5.57929,6.87811,0.00000,0.00000,10.22866,42.61752,54.25859,3.93832,4.64574,5.71569,1.60160,17.70370,1.69676,7.16110,8.75391,13.58296,15.99850,19.65562,19.23374,209.7262,0.00318,0.02722,0.05731,3.37116,3.76409,6.97771,1.23563,5.20463,8.44744,15.74341,23.45586,4.83495,5.38620,9.98894,12.65581,56.30527,9.04931,13.34672,25.41180,4.86320,5.34920,9.89894,22.22476,102.6774,1.98549,3.73993,6.07759,62.85360,1065.745,91.33765,890.8055,3232.998,73.20893,41.92799,28.54092,2735.455
,503,7.46422,9.39039,3.20504,1.33693,9.28026,6.18944,7.42682,14.20450,0.21103,0.31295,0.42676,0.00000,0.00000,0.70961,5.61751,1.13710,0.20802,0.28048,0.38642,0.52295,8.86744,0.00027,0.00224,0.00014,0.64742,0.71290,0.89260,0.00000,0.00000,0.63107,3.92553,1.85349,0.24811,0.27212,0.34214,0.10311,1.23382,0.11326,0.18288,0.83282,1.49168,1.62714,2.09496,1.40063,17.15989,0.00432,0.03617,0.00228,1.00207,1.09585,1.89137,0.64159,2.96777,2.88529,9.25904,2.81462,1.38382,1.50653,2.60902,2.63950,12.21414,1.99140,2.48254,8.79818,2.60543,2.82716,4.90830,7.57481,35.03871,0.80397,1.60804,3.07923,874.0669,735.9081,948.0579,2002.954,1156.770,334.9053,0.00000,0.00000,0.00000
,504,7.33966,6.50404,2.42846,0.92447,2.49068,2.45551,2.00442,1.49467,0.53460,0.70055,1.00489,0.00000,0.00000,1.08914,4.34613,1.90438,0.39136,0.49840,0.70612,0.65732,5.84671,0.00006,0.00058,0.00092,0.32751,0.35575,0.62586,0.00000,0.00000,1.12786,2.53122,1.19784,0.13585,0.14717,0.25957,0.13228,0.79220,0.03864,0.61523,0.10824,0.19901,0.22144,0.38217,0.69124,4.29012,0.00001,0.00008,0.00013,0.57332,0.68584,1.08626,0.12066,0.84656,1.11046,3.46865,1.82021,0.41975,0.50197,0.79494,0.49941,3.50943,0.52557,1.56338,0.51326,0.19546,0.23368,0.37020,0.55787,3.92614,0.65745,2.23371,0.67749,1403.294,961.9152,1067.915,425.6743,248.9682,443.0821,108.0000,32.00000,0.00000
,505,56.63724,47.01986,62.04075,24.76090,80.15329,104.8169,126.6766,99.49982,14.33051,23.53329,31.65408,0.00000,0.00000,4.57434,36.55356,15.50935,13.02179,21.33220,28.76212,2.03870,44.98117,0.00002,0.00016,0.00061,15.10501,17.81624,20.47408,0.00000,0.00000,9.41000,68.47083,46.20068,10.96194,12.95371,14.86319,1.60624,23.15466,2.57993,14.40291,5.08998,25.36437,29.89682,34.35986,10.40091,149.9057,0.00341,0.02656,0.11262,43.28332,50.80354,87.88355,9.82999,37.05525,93.08919,165.5535,100.0909,42.70226,49.90350,85.85447,49.97122,203.3820,53.30546,88.53687,42.83388,25.43451,29.67186,50.93240,63.28592,267.6503,9.09096,16.82473,6.18828,12.09076,34.10728,21.16087,21.83771,194.0078,24.79426,412.4483,7.06903,0.00000
,506,58.49708,50.55328,83.15636,36.76308,124.2392,87.87817,100.6413,89.11719,13.97211,22.92359,30.80745,0.00000,0.00000,4.38788,34.84484,19.26436,14.89097,24.37618,32.83450,2.17669,48.37660,0.00002,0.00013,0.00035,21.09384,24.97499,28.53569,0.00000,0.00000,14.09174,106.2190,46.00198,13.86927,16.42709,18.75195,2.33478,34.42831,3.99291,22.44316,6.95504,34.06502,40.24914,46.11729,15.77506,232.7032,0.00230,0.01753,0.06002,28.11444,33.18120,57.13663,7.89969,28.23511,76.84112,132.1129,84.93203,28.91913,34.00332,58.35774,42.45049,158.8322,46.49342,73.45950,35.44978,18.79335,21.92066,37.20528,59.59410,238.6746,8.77148,16.43152,6.63802,7.77461,23.66742,13.72217,135.8789,72.02292,40.47478,59.62078,31.33932,0.00000
,507,26.76554,33.39627,29.41045,14.78409,69.97941,16.17302,22.58083,24.19116,2.09461,3.18051,4.14656,0.00000,0.00000,1.92867,11.85540,12.98147,3.48523,5.06842,6.51580,2.13811,31.25815,0.00035,0.00275,0.00302,4.70802,5.55270,6.45660,0.00000,0.00000,5.64547,33.54695,19.62849,4.26642,5.04498,5.85350,1.03342,13.75067,1.61218,7.89114,4.06532,13.35667,15.72062,18.32340,9.97868,129.9801,0.00335,0.02653,0.03253,2.17108,2.45128,4.69151,1.32718,4.10476,12.18599,16.79725,16.05405,3.21697,3.62299,6.93254,10.87102,34.29064,10.37259,13.82505,10.83769,2.65191,2.99710,5.75649,17.52584,55.04765,2.33014,3.56558,1.97395,807.4496,459.3933,730.9853,179.5536,1254.043,915.1514,404.7004,2024.561,0.00000
,508,17.03319,23.03258,23.69296,8.17840,34.89851,13.94328,16.46086,17.38170,2.24687,3.59100,4.80427,0.00000,0.00000,1.46466,10.33486,5.23367,2.95339,4.65592,6.22381,1.13774,21.89484,0.00004,0.00033,0.00115,4.73526,5.49633,6.37983,0.00000,0.00000,3.14878,21.45160,22.78554,3.59131,4.18310,4.84363,0.54650,7.63190,0.84819,4.16838,2.54734,9.91369,11.53093,13.40133,4.74844,65.04858,0.00182,0.01384,0.03608,3.36783,3.79717,6.80057,1.03351,3.75046,9.34980,14.22674,13.46933,4.70701,5.30044,9.46071,7.04948,25.87225,7.05544,10.25620,7.11411,3.90015,4.38621,7.79992,11.25833,40.88678,1.56259,2.55591,1.39373,1087.268,423.0653,643.8304,637.0688,473.8037,694.8021,30.35360,23.44231,0.00000
,509,3.39309,3.59024,1.95869,0.80177,4.79256,1.63295,2.34114,5.77550,0.13597,0.22656,0.29172,0.00000,0.00000,0.11830,0.90319,2.37161,0.16361,0.26960,0.34704,0.14357,3.44667,0.00000,0.00004,8.015e-07,0.24034,0.28868,0.32060,0.00000,0.00000,0.27347,2.21409,1.42983,0.24455,0.29502,0.32520,0.04687,0.75491,0.08520,0.36750,0.28251,0.92775,1.11650,1.24208,0.56575,9.01937,0.00045,0.00386,0.00009,0.32688,0.39196,0.63568,0.05614,0.22537,0.98560,2.16413,2.08861,0.78720,0.95538,1.51350,0.86516,3.81711,1.22372,1.94797,0.47222,1.01137,1.22607,1.94796,3.35689,15.07554,0.35851,0.75147,0.13584,1214.287,215.0952,1192.960,231.5092,1014.356,537.0681,0.00000,0.00000,85.73949
,510,148.5959,116.1643,158.0585,47.36848,292.5258,85.30913,181.5414,219.0781,10.95882,16.38501,23.15213,0.00000,0.00000,5.57614,39.58333,103.4365,20.57552,30.95291,43.54440,5.11073,111.0536,0.00021,0.00167,0.00201,21.14774,24.45167,28.24092,0.00000,0.00000,14.67243,109.3551,192.0895,20.73527,24.09361,27.70276,2.99051,44.37796,5.65964,22.45355,16.17615,74.00433,86.02039,99.36812,37.13907,547.9127,0.02968,0.23373,0.28768,19.36674,23.03407,37.07152,3.27249,10.95396,48.91419,93.82030,165.8994,53.16912,63.25580,101.5567,78.09617,284.9865,74.45314,105.2941,93.49046,43.41465,51.64065,82.96478,156.0299,594.8212,15.41996,27.14841,17.55329,19.77724,73.59205,59.59972,101.1974,173.0246,184.3725,19.01329,9.99423,0.00000
,511,87.16034,78.19167,132.2673,48.43288,353.8333,69.11660,184.1385,257.9079,4.19180,6.29362,8.83178,0.00000,0.00000,2.46864,16.06894,68.62276,10.92674,16.24164,22.79688,3.50970,74.68197,0.00027,0.00215,0.00132,19.21720,22.65774,25.96150,0.00000,0.00000,14.12142,105.7960,144.6172,22.11802,26.13350,29.83078,3.03115,45.40173,6.01499,21.04818,18.94522,90.91007,107.0120,123.0944,44.81194,662.8547,0.03646,0.29157,0.19058,19.68192,23.25255,36.36313,2.70350,9.25958,43.87881,77.29370,139.0068,55.35930,65.39108,102.2423,73.77881,294.4983,70.02475,101.1260,99.91566,53.16389,62.69892,98.73936,185.5052,739.2374,15.64906,28.83362,18.42943,30.43342,163.5322,85.02271,165.9517,340.5256,103.2266,595.6419,8.22211,25.53942
,512,129.8486,198.4503,223.0601,117.1435,581.6628,151.1561,248.6630,352.7691,21.71770,35.47770,47.59891,0.00000,0.00000,10.28005,77.14820,42.42036,35.17605,57.09694,76.76997,8.67076,189.7795,0.00013,0.00103,0.00178,57.50043,67.84585,77.62949,0.00000,0.00000,36.18766,273.8784,136.0542,55.41603,65.42928,74.75049,7.31936,109.8242,14.13394,67.93723,27.27976,181.6605,213.5718,245.8032,72.77546,1090.550,0.01941,0.15495,0.26947,45.06244,52.25871,91.62685,9.93202,32.37868,126.2379,192.8615,160.1484,77.81448,89.82013,156.7491,111.5251,385.8009,125.7476,177.5416,94.67493,70.93707,81.43116,140.9966,230.0095,851.2437,30.52575,53.28617,22.24447,19.45531,51.34835,43.55122,59.57642,318.9457,110.6928,736.5550,1148.330,0.00000
,513,84.19548,93.29277,139.2424,52.96531,329.6891,74.57732,196.2970,237.1956,3.65009,5.80915,7.81298,0.00000,0.00000,3.14502,20.61334,60.43714,8.85605,13.92797,18.75204,4.57551,88.71727,0.00038,0.00298,0.00314,20.14898,23.87544,27.34359,0.00000,0.00000,16.44756,114.7617,147.2756,20.51308,24.33558,27.80136,3.38668,49.57862,6.31866,26.60185,17.16241,73.10507,86.60128,99.41602,44.06255,615.3157,0.03386,0.26679,0.27363,17.33536,20.29367,34.19300,3.76186,13.17749,56.01521,84.28370,135.1926,45.39620,53.09537,89.71586,88.40712,304.1868,84.06165,118.0941,93.16883,40.19230,47.10244,79.38403,187.2248,650.8666,18.44184,31.57532,17.15542,38.10449,109.8986,34.32423,95.38920,184.9371,99.66694,480.5794,6.08664,0.00000
,514,134.8429,141.2034,157.4525,79.11447,412.6599,134.3233,258.2419,271.9994,8.59582,14.01298,18.82047,0.00000,0.00000,6.57153,48.62982,79.64155,14.57800,23.59461,31.73398,6.05773,135.1456,0.00010,0.00080,0.00107,32.91594,38.73520,44.45991,0.00000,0.00000,24.99719,186.6819,103.2260,32.46178,38.30786,43.83781,4.99097,74.12350,9.78432,46.33794,17.46406,109.2235,128.4717,147.8395,52.19850,773.1212,0.01835,0.14557,0.19460,41.47588,48.22107,82.36836,9.83691,34.83254,122.3617,192.6348,164.0771,69.82967,81.02386,138.5707,110.2716,406.2123,120.3306,181.5961,86.56813,54.91692,63.90909,109.5470,199.8562,734.1862,25.90363,44.72626,15.97637,27.42779,33.41248,25.65514,76.35580,175.4147,44.04684,54.39795,28.59398,0.00000
,515,81.37974,91.48134,92.89114,46.35923,233.9839,116.4669,182.7137,216.1124,11.79141,19.25087,25.96558,0.00000,0.00000,5.21964,39.53095,36.62914,20.19721,32.80598,44.35209,4.01479,87.46655,0.00005,0.00038,0.00063,20.90574,24.57456,28.24755,0.00000,0.00000,14.14104,103.0408,68.60046,21.33989,25.12975,28.80861,2.95195,43.40730,5.35350,24.88071,13.33220,77.17767,90.57984,104.3625,29.98471,437.9831,0.00747,0.05946,0.09797,41.96100,49.04858,85.54234,9.12581,30.77570,101.1312,157.0028,141.2321,63.52414,74.08113,128.7339,81.14043,284.2869,89.08188,128.4378,71.26307,55.53699,64.54287,111.1560,152.4375,566.6509,21.13794,36.76075,15.63793,7.22054,16.33594,11.11907,29.70902,146.4551,22.37762,711.8969,33.58702,0.00000
,516,68.74447,83.28955,111.7304,53.57462,223.4515,140.7637,189.2023,230.5124,10.75209,17.56245,23.60685,0.00000,0.00000,4.89237,37.07603,26.77609,14.54443,23.59224,31.75397,3.69943,79.59012,0.00006,0.00043,0.00088,28.68292,33.84510,38.81361,0.00000,0.00000,16.62130,122.0745,84.76487,26.63372,31.47870,36.01572,3.41381,50.16081,5.70458,28.59210,15.27360,87.07463,102.5858,117.9126,28.60138,418.3017,0.00818,0.06354,0.14364,57.14812,65.98203,117.6000,11.58166,38.71184,121.6061,190.7778,150.0912,77.46735,89.20061,158.0240,84.40481,293.9998,94.15166,135.8026,76.24255,67.48020,77.33228,134.9431,153.1967,582.1766,22.31962,39.17346,17.31862,17.25607,13.38297,11.37110,53.23631,20.78861,31.15438,14.60147,7.67518,0.00000
,517,230.9480,263.0716,298.1042,150.7121,641.5550,305.1786,418.7031,415.5724,46.21792,75.79955,101.7198,0.00000,0.00000,18.27565,141.6135,71.05891,55.79250,91.01352,122.3362,11.46636,251.6052,0.00025,0.00193,0.00165,79.37875,93.89216,107.3082,0.00000,0.00000,49.84093,372.7041,173.6634,73.77235,87.37212,99.62196,9.52052,141.1916,17.13118,87.79269,33.68604,234.2371,276.7271,316.8942,80.98610,1202.124,0.04119,0.32536,0.27956,99.14725,112.9475,214.7968,26.55104,82.17686,287.5121,416.4805,281.5678,127.8426,144.9582,274.8240,196.9327,640.4734,213.9461,298.5957,136.5201,86.81592,98.56775,187.2996,302.8309,1003.996,41.07788,64.60686,22.55589,29.74381,87.68128,42.00367,294.5490,291.3152,110.3248,1161.174,51.38628,0.00000
